,Index,Highest Charting Position,Number of Times Charted,Song Name,Artist,Artist Followers,Song ID,Duration (ms)
1204,1205,84,1,From Florida With Love,Drake,56327031,0YkUwXxnTkeJBvt5upeEtP,234783
1205,1206,89,1,Losses,Drake,56327031,6fLVTVaHWaEfVKfEgbkf4D,271184
1206,1207,25,6,Turks (feat. Travis Scott),"NAV, Gunna",2613211,0lSZh5W0wDeurkGzLYY6hf,161377
1207,1208,40,4,Boyfriend,Selena Gomez,28931149,4QnC1bIaMSfDQvF4XDhV5M,161188
1208,1209,29,15,What If I Told You That I Love You,Ali Gatie,1758300,6USdi8uX5GNAPYziFhisHb,193668
1209,1210,85,2,Emotions,Ufo361,1700759,3yZCjDTxzZxx1kll1sRjGc,146028
1210,1211,32,5,FIND MY WAY,DaBaby,7601122,1gVCEnryJhkdQcuC0Kbvor,139890
1211,1212,37,13,Keii,Anuel AA,18306226,5eEQCfq7MXQr6aHLNRUZLs,210000
1212,1213,130,11,God's Plan,Drake,56327031,6DCZcSspjsKoFjzjrWoCdn,198973
1213,1214,103,4,Por Primera Vez,"Camilo, Evaluna Montaner",10580764,0gWbAFRcUyZKdfUxEOuOiD,183547
1214,1215,32,3,@ MEH,Playboi Carti,1251372,5rffvRUaCvkPnkwMVcQYgZ,166799
1215,1216,109,5,Broke In A Minute,Tory Lanez,3828418,4xqIYGwwZTEem9U8A42SPF,132024
1216,1217,139,8,Fantasias - Remix,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",6096559,0A37XY67wSdGqkGjtfW6aV,267242
1217,1218,38,18,SUGAR,BROCKHAMPTON,1836564,6U0FIYXCQ3TGrk4tFpLrEA,204533
1218,1219,112,1,90-60-111,Shirin David,559215,3ZdDYeaZzeYnrP4crgXzPk,141387
1219,1220,115,1,YOSEMITE,Travis Scott,17732077,7lAK3oHbfEnvUQWosrMMpR,150043
1220,1221,151,1,Houdini (feat. Swarmz & Tion Wayne),KSI,2010879,3lay6f81Lhy0qp2Uvp4cNJ,169355
1221,1222,166,1,Sasuke,Lil Uzi Vert,11821805,0ROE31C8Wu4neZoR9stM9e,251336
1222,1223,47,15,Me Gusta,"Shakira, Anuel AA",22136717,5Xhqh4lwJPtMUTsdBztN1a,190570
1223,1224,183,1,If You’re Too Shy (Let Me Know) - Edit,The 1975,5044278,3iEqGBZ2wcpVzhiAcwXVC6,239877
1224,1225,80,18,"Alone, Pt. II","Alan Walker, Ava Max",29679430,0bMbDctzMmTyK2j74j3nF3,179053
1225,1226,97,11,Tutu,"Camilo, Pedro Capó",10580764,1nocRtwyNPVtGcIJqfgdzZ,178613
1226,1227,85,17,Hate Me (with Juice WRLD),Ellie Goulding,9747805,6kls8cSlUyHW2BUOkDJIZE,186223
1227,1228,109,9,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,4894656,0JjM9bKm4wrwohMslcm892,213308
1228,1229,74,18,Blanco,J Balvin,29067437,2rc7BkzO8qepMFAxHtOrXc,145800
1229,1230,78,1,PICK UP (feat. Quavo),DaBaby,7601122,5gNOINI5dXZVom2b36LMOd,118547
1230,1231,102,1,JUMP (feat. YoungBoy Never Broke Again),DaBaby,7601122,0oT9ElXYSxvnOOagP9efDq,212093
1231,1232,156,1,LIGHTSKIN SH*T (feat. Future & jetsonmade),DaBaby,7601122,16oi4OiKmkO51l60F5R9kR,111173
1232,1233,16,7,That Way - Bonus Track,Lil Uzi Vert,11821805,2ajzBr7vwHTEBeqDzcsNRC,212354
1233,1234,162,1,No Me Ame,"Rvssian, Anuel AA, Juice WRLD",1397067,2AuWgceaQyfMoI3EGavwGb,180000
1234,1235,80,3,I'll Wait,"Kygo, Sasha Alex Sloan",7593792,6Q3K9gVUZRMZqZKrXovbM2,215361
1235,1236,63,6,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,7358720,7wsmIIm0xWmtP7TmACXkJn,206702
1236,1237,180,1,BLAME IT ON BABY,DaBaby,7601122,0jWm0VyD8p3MrSInczpows,125907
1237,1238,128,3,Follow,"KAROL G, Anuel AA",17792779,2w1rq80FIrbxeJy9WYURxw,203093
1238,1239,156,13,3 Nights,Dominic Fike,554042,1tNJrcVe6gwLEiZCtprs1u,177667
1239,1240,163,5,The Take (feat. Chris Brown),Tory Lanez,3828418,0Odu228D0yGcFySGuxU4rY,221492
1240,1241,101,1,Stupid Again,Tory Lanez,3828418,1fPnUpoXCpD2NDI4vPVeLw,174848
1241,1242,127,1,Shotz Fired,Bonez MC,1683006,0dy5NFDnx5fuZvE8ZXEX35,179844
1242,1243,128,1,BaeBae,Samra,1045091,1yYBOIXO2H9LDqEPui42GM,167827
1243,1244,30,9,To Die For,Sam Smith,17097317,2ZTYlnhhV1UAReg7wIGolx,193795
1244,1245,86,5,WANNABE,ITZY,2384076,6tCssnvTUREcperDOUTqvA,191242
1245,1246,152,13,Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella",18195884,3g0mEQx3NTanacLseoP0Gw,209880
1246,1247,190,2,Heart On Ice,Rod Wave,2203386,6fWa5CRgy0z30OeGZyMBvD,159670
1247,1248,194,2,La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",4963516,2tGENA8xef0wABdHvyXwv9,330240
1248,1249,105,9,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),"Polo G, Stunna 4 Vegas",4849204,0L8OsjxbagaGkJI0PezdRg,165726
1249,1250,192,3,Cradles,Sub Urban,908351,1y4jsQt7MjnZhiD1L6qFBC,209829
1250,1251,117,8,Good as Hell (feat. Ariana Grande),Lizzo,3991674,07Oz5StQ7GRoygNLaXs2pd,159011
1251,1252,15,8,Forever (feat. Post Malone & Clever),Justin Bieber,48544923,2ZlCGeK30BLRNSPC832pNZ,219933
1252,1253,46,5,I Love Me,Demi Lovato,20338833,2IHLaN6wwYKQ3S24NsQqpA,203672
1253,1254,103,4,Old Me,5 Seconds of Summer,7744095,58qO4dGa5SgNdtvqvpewyz,186786
1254,1255,29,6,Pero Ya No,Bad Bunny,36177712,75pQqzwgCjUOSSy5CpmAjy,160638
1255,1256,24,3,Hardest To Love,The Weeknd,35340069,6kWxIqQDsKFYCJGbU4AjCX,211400
1256,1257,191,2,BRABA,Luísa Sonza,1251372,6DEEuFNv0K3aJtFYZag8gv,129782
1257,1258,77,14,Woah,Lil Baby,7816213,598yNsG1JFrGd4n2kMoz7F,183011
1258,1259,69,2,Pretty Please,Dua Lipa,27167675,6DXZiYUbrYgrVIhfX3U9Z2,194607
1259,1260,170,10,I.F.L.Y.,Bazzi,4421378,4a6q8CR2hzLk2plDkSxkfD,165714
1260,1261,70,1,Cool,Dua Lipa,27167675,4Ulqu89XempybuL8ApUeqL,209583
1261,1262,71,1,Future Nostalgia,Dua Lipa,27167675,3iYNJX4FTRGlfMQySjlGNr,184882
1262,1263,92,1,Good In Bed,Dua Lipa,27167675,3pyodt4pb554dMz8fCv7oi,218754
1263,1264,27,2,Scared To Live,The Weeknd,35340069,4BGZF4oLbTL0pWm7C18pbv,191307
1264,1265,21,2,Alone Again,The Weeknd,35340069,6b5P51m8xx2XA6U7sdNZ5E,250053
1265,1266,118,1,Boys Will Be Boys,Dua Lipa,27167675,4szI7zRh7kLApCSqiB6R7b,166266
1266,1267,122,1,Auto Blu,"Shiva, Eiffel 65",561372,5swpvba5YLqVDy1nbzUdog,166087
1267,1268,132,1,Du bist mein,"Zuna, Loredana, SRNO",900975,719aY5gAzJbx2PHjyalZQu,160357
1268,1269,28,2,Too Late,The Weeknd,35340069,2K9Ovn1o2bTGqbsABGC6m3,239973
1269,1270,136,1,Wildflower,5 Seconds of Summer,7744095,6qlcjGJPTZEwR8nf2nSe9C,220536
1270,1271,36,2,Faith,The Weeknd,35340069,3orEOtd8CPL8GFlpRpKuoE,283227
1271,1272,35,2,Snowchild,The Weeknd,35340069,3WlbeuhfRSqU7ylK2Ui5U7,247187
1272,1273,37,2,Escape From LA,The Weeknd,35340069,1sOW4PuG5X3Ie3EXUhAopJ,355960
1273,1274,161,1,Allein sein,Ufo361,1700759,2TrhpvxwuF6hrboTdRXwnS,147353
1274,1275,44,5,Bichiyal,"Bad Bunny, Yaviah",36177712,4j4w4CXm6BSr0s25wAWrrX,196500
1275,1276,85,8,Medusa,"Jhay Cortez, Anuel AA, J Balvin",2435159,3qM0vBxIe4VUbK0Z0smuVP,305333
1276,1277,187,1,Break Up Song,Little Mix,9398941,5HArmECc1y0lCHKVKDKXa4,200293
1277,1278,188,1,Teeth,5 Seconds of Summer,7744095,26wLOs3ZuHJa2Ihhx6QIE6,204887
1278,1279,51,1,Repeat After Me (Interlude),The Weeknd,35340069,40U8d12pC5UHqmHwXjHjjl,195813
1279,1280,68,1,Until I Bleed Out,The Weeknd,35340069,2BcnxwxBuar5wjCaLqm5N3,190173
1280,1281,87,1,Rosa,J Balvin,29067437,464uJVLmr0fDJGXOnciaDe,189827
1281,1282,88,1,Gris,J Balvin,29067437,1syf62zw48zu4FrPwMtDHk,176627
1282,1283,103,1,Negro,J Balvin,29067437,2hsA9YWuF3C9Gosi4dpjJN,182093
1283,1284,134,1,Verde,"J Balvin, Sky Rompiendo",29067437,3HTbI3yUJQw3fP0Po8qLcD,142547
1284,1285,15,3,Baby Pluto,Lil Uzi Vert,11821805,7hav1MHURQf5SAoPk0egqh,210261
1285,1286,31,3,Lo Mein,Lil Uzi Vert,11821805,6CUP2khYzdphXebxVTfPE3,195299
1286,1287,113,7,No Judgement,Niall Horan,7564659,5IUOU5xkzGHsRFOYNu3GSK,176283
1287,1288,57,3,Futsal Shuffle 2020 - Bonus Track,Lil Uzi Vert,11821805,2fOlBMkWR7lXJfqp5VTbDG,198913
1288,1289,163,1,Arcoíris,"J Balvin, Mr Eazi",29067437,5zzbORcD0GwLY0wQHP1Xs1,186693
1289,1290,65,12,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,7601122,2FvD20Z8aoWIePi7PoN8sG,136366
1290,1291,42,5,Feel Me,Selena Gomez,28931149,6XXYdF6pJR1K3wKvuxmu7n,226003
1291,1292,183,1,H <3 T E L,"Dardan, Monet192",861082,3S1NOXjDr2A4xXXsWo8kLr,163253
1292,1293,63,4,25/8,Bad Bunny,36177712,4NqQaovM14WR2hNPMFxgjb,243276
1293,1294,81,3,Se Me Olvidó,Christian Nodal,8123757,7paFC3FEu1WtPVP4Do6VZN,159533
1294,1295,130,3,B.S. (feat. H.E.R.),Jhené Aiko,4720858,63wx9vdskaXbYxyDx4oJCZ,212867
1295,1296,45,4,Soliá,Bad Bunny,36177712,7sOfmPd18RWp3FoCzpa7Kw,159282
1296,1297,55,4,Está Cabrón Ser Yo,"Bad Bunny, Anuel AA",36177712,4saHEjXw7O1NXJOzBkUKKG,227939
1297,1298,61,1,Bean (Kobe) [feat. Chief Keef],Lil Uzi Vert,11821805,0IpnZchq8ek2A6pGEP2Qb1,238816
1298,1299,68,1,Yessirskiii,"Lil Uzi Vert, 21 Savage",11821805,59JWp4PjZ9TRM8cmtaDYB1,219340
1299,1300,104,1,Cardigan,Don Toliver,1606884,0Li1OuXXfi7950ilZUFGkF,158709
1300,1301,36,2,Silly Watch,Lil Uzi Vert,11821805,5egD7A5x9AHdVO2fMo3Wbo,195692
1301,1302,70,3,Hablamos Mañana,"Bad Bunny, Duki, Pablo Chill-E",36177712,1V8XneTrX6kKeoxYbk4x6h,240253
1302,1303,126,1,Lotus,Lil Uzi Vert,11821805,4SnlSaLJJ7reJMCHM5YUuX,193861
1303,1304,126,2,Lettre à une femme,Ninho,4764552,10rwyGbKAWZ8JZbL7uHl28,157766
1304,1305,57,3,Que Malo,"Bad Bunny, Ñengo Flow",36177712,53v2u51nq3CxiKUNphRzP1,167975
1305,1306,147,1,Leaders (feat. NAV),Lil Uzi Vert,11821805,4D7NrSeqkTarBrJ80b2sBc,194844
1306,1307,149,1,Strawberry Peels (feat. Young Thug & Gunna),Lil Uzi Vert,11821805,4lAQfuREAHG8IC0PiiigBt,115350
1307,1308,60,3,La Zona,Bad Bunny,36177712,5kqNIqFjijuzvVLhuY9B8j,136893
1308,1309,153,1,Wassup (feat. Future),Lil Uzi Vert,11821805,19Ec2gbNtQTE44IizcPjtD,193314
1309,1310,69,3,Una Vez,"Bad Bunny, Mora",36177712,5J7teKIJGtqVypgYI6sqXj,232496
1310,1311,158,1,Moon Relate,Lil Uzi Vert,11821805,4sWGHlZGM1XA7TyWdtBAbA,181826
1311,1312,163,1,Black And White,Niall Horan,7564659,7rpNuuoMbid56XkDsx2FjE,193090
1312,1313,81,3,The Other Side (from Trolls World Tour),"SZA, Justin Timberlake",5888533,463PQggkmk5tTw8ug0ahOX,188187
1313,1314,53,12,Whine Up,"Nicky Jam, Anuel AA",14831925,2pWOMNQJW3g2zmGjP0Vkb0,215460
1314,1315,37,12,Ayy Macarena,Tyga,6298789,6LcauUZjF1eXQrgqMUecHX,131607
1315,1316,177,1,Trap This Way (This Way),Lil Uzi Vert,11821805,7vTspUAmMKFkUpKL9HLZNL,185439
1316,1317,113,2,Who (feat. BTS),Lauv,4442273,2qG81jL9UIP54uS8gYyP4k,180413
1317,1318,51,2,Homecoming,Lil Uzi Vert,11821805,6vxU64pcIuQ38O015Zy4qj,213885
1318,1319,184,1,Got The Guap (feat. Young Thug),Lil Uzi Vert,11821805,1HF6P40Z7nfExGaB1Gk99v,176756
1319,1320,53,2,Prices,Lil Uzi Vert,11821805,4YcWzLSnGqLjSCycuSMHnn,233333
1320,1321,188,1,I Can Show You,Lil Uzi Vert,11821805,0AhJag7VI8uFf3mJFsTwvf,120076
1321,1322,52,2,I'm Sorry,Lil Uzi Vert,11821805,1xcOYJxDa5pObgxY1r0I9c,211883
1322,1323,19,9,Black Swan,BTS,37151476,3bkkMZEAhx7rTVz1C0itRQ,198261
1323,1324,192,1,Bad Child,Tones And I,1251372,2hBeHlR2d7wFJVLcj2fivL,221467
1324,1325,61,12,Adicto (with Anuel AA & Ozuna),Tainy,509411,3jbT1Y5MoPwEIpZndDDwVq,270741
1325,1326,66,3,<3,Bad Bunny,36177712,4MZSqgwlE71CWZ6qQ3gkKm,157967
1326,1327,198,1,"Bad Girls, Good Vibes",Ufo361,1700759,7IxGslFZA5QhgXbUsDmcjf,107446
1327,1328,120,5,Liberdade Provisória - Ao Vivo,Henrique & Juliano,13312073,3Ghyp3X5Ua9ypHnBIgOObI,187986
1328,1329,60,1,POP,Lil Uzi Vert,11821805,1jDbQz6tr52WgScCTXMnaN,227474
1329,1330,61,1,Celebration Station,Lil Uzi Vert,11821805,25B5fGr9K0VdZJiRFsnMO4,195058
1330,1331,64,1,Bigger Than Life,Lil Uzi Vert,11821805,2oHDJHNondITqbl8xZ9vPn,192705
1331,1332,68,1,Venetia,Lil Uzi Vert,11821805,3BYIzNZ3t9lRQCACXSMLrT,188800
1332,1333,73,1,You Better Move,Lil Uzi Vert,11821805,6YAxCn4juTWn5hWl2hzHGw,196639
1333,1334,93,1,Chrome Heart Tags,Lil Uzi Vert,11821805,46mT9NR7N9Zf5MolcrBgE3,212821
1334,1335,102,1,Bust Me,Lil Uzi Vert,11821805,4wBcaYqLPm7EtDVoJQORU4,194452
1335,1336,46,2,René,Residente,878491,6gm12xlADJwiBbHIKBXzGW,457592
1336,1337,122,1,Secure The Bag,Lil Uzi Vert,11821805,7gHZGXSJzM29WA384suYY2,238425
1337,1338,140,1,Urgency (feat. Syd),Lil Uzi Vert,11821805,5KlPy74NOEAt8jC3FYURnQ,181161
1338,1339,34,3,ON (Feat. Sia),BTS,37151476,3IB5qOeMayvpOdHxYCL5tZ,246816
1339,1340,99,2,P FKN R,"Bad Bunny, Kendo Kaponi, Arcangel",36177712,0fgsKar6uBO08vzHXkTjWi,258280
1340,1341,108,3,Modern Loneliness,Lauv,4442273,1eyek0KJEh2v5HQ9uQSybb,252337
1341,1342,65,2,Heatin Up (feat. Gunna),Lil Baby,7816213,7KSSdFCBHCfq4KPzz78ghk,177314
1342,1343,159,1,SKYBOX,Gunna,3337982,7GwYENSg87oERcW0Wacd6m,178097
1343,1344,167,1,Young & Alive,Bazzi,4421378,5RsKelNxucrDxgMbZ3vd3W,160465
1344,1345,169,2,i'm so tired...,"Lauv, Troye Sivan",4442273,4vjpLMyL3ZO6aphdYr8XYw,162583
1345,1346,53,4,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,5865895,733c1CWmIGymoQXdp7Us88,188563
1346,1347,105,6,Girl,Myke Towers,6161098,43NqTeL8pgBxKHPMiJKUP5,186427
1347,1348,104,2,Puesto Pa' Guerrial,"Bad Bunny, Myke Towers",36177712,5gCg2qMPzKkW4jS4dBKdDs,190207
1348,1349,114,5,Definitivamente,"Daddy Yankee, Sech",23936368,113PlnpZbHd3WIqeYjhZWv,217773
1349,1350,41,11,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,83337783,4vUmTMuQqjdnvlZmAH61Qk,204467
1350,1351,190,1,I Fall Apart,Post Malone,33663701,75ZvA4QfFiZvzhj2xkaWAh,223347
1351,1352,191,1,"fuck, i'm lonely (with Anne-Marie)",Lauv,4442273,09PGubKAMryhOWv1LHpCYz,198973
1352,1353,78,11,Aventura,"Lunay, Ozuna, Anuel AA",4963516,37zdqI4r1gswIzczSBkRon,217130
1353,1354,12,9,Rare,Selena Gomez,28931149,7HMmFQsKsljwTw8bS7lu19,220590
1354,1355,69,11,VIBEZ,DaBaby,7601122,0fySG6A6qLE8IvDpayb5bM,144935
1355,1356,69,7,Mean It,"Lauv, LANY",4442273,3uc8AGNL0KbvISIrjnfRvN,232853
1356,1357,49,1,That Way,Lil Uzi Vert,11821805,5raTDhlbxFDnpn89bxArdH,212354
1357,1358,106,1,Live Off My Closet (feat. Future),Lil Baby,7816213,6AyWdCtEn1DdxjnxPeojR2,173061
1358,1359,123,1,Commercial (feat. Lil Uzi Vert),Lil Baby,7816213,3tDqEKKUs6gf8zMvSuLyLA,214215
1359,1360,75,6,Sum 2 Prove,Lil Baby,7816213,2u3EyuCqqV31woqGvO9LBz,205760
1360,1361,47,2,Filter,BTS,37151476,0ono6UCNVZ1XqOm6j78Blu,180221
1361,1362,151,1,Matrix,Apache 207,1674348,7ygVaACDENw4PgLbN1awFE,183793
1362,1363,91,10,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",3600989,1Xnn1TPyr5h0hpRAT4B4EA,304733
1363,1364,139,9,Infeliz,"Arcangel, Bad Bunny",6671084,4z6wo6PJG4Fve45OXK6D9m,221103
1364,1365,60,10,Que Tire Pa Lante,Daddy Yankee,23936368,6RyaV7owmVU6fzEPE17sF1,210520
1365,1366,32,10,Futsal Shuffle 2020,Lil Uzi Vert,11821805,2Ec33AVlkTTq8BHFgBTdQs,198913
1366,1367,123,8,GOODMORNINGTOKYO!,TOKYO’S REVENGE,313480,0Q2n5yzl2XRqYbV77tZNYp,150115
1367,1368,58,10,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,2317758,4QPEwDdOMhY7rNS05mTyMR,216707
1368,1369,128,2,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,10491105,4iiWcajF1fEUpwcUewc464,315346
1369,1370,58,2,My Time,BTS,37151476,4vTgx6h4seHvkuFh84JXYP,234458
1370,1371,184,1,100k Cash,"Capital Bra, Samra",4093115,033if6Adj8fwBYsQzHOfQ8,173353
1371,1372,185,1,Drown (feat. Clinton Kane),Martin Garrix,14921269,4RVtBlHFKj51Ipvpfv5ER4,174062
1372,1373,103,7,me & ur ghost,blackbear,4272745,38KsRHYE10bG0paU78gL9r,201398
1373,1374,146,8,QUE PRETENDES,"J Balvin, Bad Bunny",29067437,25ZAibhr3bdlMCLmubZDVt,222347
1374,1375,140,9,You Need To Calm Down,Taylor Swift,42227614,6RRNNciQGZEXnqk8SQ9yv5,171360
1375,1376,90,10,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",206225,5Id5B3dxJZhPcV9GzgYZZe,216067
1376,1377,106,10,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",4963516,1c0hsvHLELX6y8qymnpLKL,266087
1377,1378,46,9,Trampoline (with ZAYN),SHAED,139434,1iQDltZqI7BXnHrFy4Qo1k,184280
1378,1379,82,10,Truth Hurts,Lizzo,3991674,3HWzoMvoF3TQfYg4UPszDq,173325
1379,1380,91,10,bury a friend,Billie Eilish,1251372,7p6ZK1vOxKELFwlDfwkJCp,193143
1380,1381,54,1,Louder than bombs,BTS,37151476,3op7HNwLli54MBjFGzIlZO,217404
1381,1382,56,1,UGH!,BTS,37151476,1aKuG1GG76xPLUkjBbQo3W,225012
1382,1383,67,1,00:00 (Zero O’Clock),BTS,37151476,4AlihYDqxXshKhvh5tnMfP,250296
1383,1384,74,1,Friends,BTS,37151476,7w05lsU2VLSeiT8Nukrv5M,199339
1384,1385,75,1,We are Bulletproof : the Eternal,BTS,37151476,44WLOqH7QayQOQdeUHeKUK,261543
1385,1386,79,1,Inner Child,BTS,37151476,4BKOjYosPhw334moS3wlbO,233266
1386,1387,84,1,Moon,BTS,37151476,1xfXXujIlLZAx5wpu46Nyk,208590
1387,1388,104,1,Outro : Ego,BTS,37151476,3r9FFjLrAIQjoR8pSHVPC9,196199
1388,1389,109,1,Interlude : Shadow,BTS,37151476,2Nib4r0saYQf2pUV4RFDhl,259821
1389,1390,120,1,Respect,BTS,37151476,37TSJmYKLxXmx8OehFpqMN,237540
1390,1391,154,4,Tudo Ok,"Thiaguinho MT, Mila, JS o Mão de Ouro",28017,4HUZBG98TYbxSR9V1V2DWS,178500
1391,1392,128,9,Perreo en La Luna,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",206225,0RDgqtvOHLwcI6yz9bjsZV,218587
1392,1393,129,3,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,46814751,5Z01UMMf7V1o0MzF86s6WJ,326467
1393,1394,118,8,all the good girls go to hell,Billie Eilish,47061119,6IRdLKIyS4p7XNiP8r6rsx,168840
1394,1395,155,4,SENTADÃO,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",1050520,4lKuzrdZrJuCAedbIslF3A,143448
1395,1396,182,1,Lottery (Renegade),K CAMP,1347589,4dZTZbmJBCCofAExHwefda,170947
1396,1397,104,9,Si Te Vas,"Sech, Ozuna",8766508,6Y4PDQv4XjYjHLeLmvyOt0,204907
1397,1398,121,8,Que Calor (with J Balvin & El Alfa),"Major Lazer, Diplo",6223652,3iQGDAAKMrlJarnaYNgnSE,206811
1398,1399,186,1,Rich Rich,Ufo361,1700759,2QfmSvSMwTXcvlIkU0w1Yk,204319
1399,1400,86,9,Indeciso,"Reik, J Balvin, Lalo Ebratt",1251372,0FnPT2g07W4aXuHjniC1of,217253
1400,1401,148,6,i love you,Billie Eilish,1251372,0np7TYPZSum9xTxe9QTr21,291796
1401,1402,196,1,Mejor,"Dalex, Sech",3600989,6C1jKbkCUgFws7M0M4oGCB,201361
1402,1403,57,1,Give No Fxk,"Migos, Travis Scott, Young Thug",11692972,6ZelF5APDN5r6XnFqcnvWR,224243
1403,1404,61,1,Come Around Me,Justin Bieber,48544923,2o9LAypwGH4ctV0i9boo6d,200773
1404,1405,64,1,Habitual,Justin Bieber,48544923,40qyPyljksBEqlNw5sW37T,168200
1405,1406,65,1,All Around Me,Justin Bieber,48544923,5Py8zRKGkZvgHniVVtvNCN,136907
1406,1407,72,1,Get Me (feat. Kehlani),Justin Bieber,48544923,5VwwpU7KsLhgfbMEecedhJ,185427
1407,1408,79,1,Second Emotion (feat. Travis Scott),Justin Bieber,48544923,1PnAx788sAvcI3ZxTlEyX8,202720
1408,1409,85,1,Running Over (feat. Lil Dicky),Justin Bieber,48544923,75nKBP8jQu681pTNCtrEnn,179627
1409,1410,86,1,Available,Justin Bieber,48544923,1b6tPXXCV2fSNtR3SKWUQA,195333
1410,1411,96,1,Breathe Deeper,Tame Impala,5064200,3LbZIhU0smEU5SUnxod4j4,372867
1411,1412,103,1,Changes,Justin Bieber,48544923,521Os1SMlxmsoevsqyjNmJ,135493
1412,1413,116,1,Confirmation,Justin Bieber,48544923,60brXKLTC15vK0av5gIldm,170587
1413,1414,122,1,Mios mit Bars,Luciano,942380,7Ek9e3eIuktIFjpDRQfmHE,232147
1414,1415,135,1,E.T.A.,Justin Bieber,48544923,6PzOPrXx8tJEqace76yrv2,176733
1415,1416,139,1,Borderline,Tame Impala,5064200,5hM5arv9KDbCHS0k9uqwjr,237800
1416,1417,141,1,Take It Out On Me,Justin Bieber,48544923,39nTNk5MfyiiRupTwn1iyC,178013
1417,1418,67,2,No Shame,5 Seconds of Summer,7744095,5EbidH3lGB30WuDsoR4km6,192737
1418,1419,160,1,Might Not Give Up (feat. Young Thug),A Boogie Wit da Hoodie,5865895,4l2rsMfr20dj6nf6i6F3Y8,225266
1419,1420,164,1,That's What Love Is,Justin Bieber,48544923,2hLu8L8SNfCN4yKyPdX0h3,165120
1420,1421,80,4,Forever Yours - Avicii Tribute,"Kygo, Sandro Cavazza",1251372,418ohXmKnlngIosIn6gG0H,193847
1421,1422,68,3,Baby,"Joker Bra, VIZE",191521,1V7JaMp11LKGwKiVmSetf0,148125
1422,1423,175,1,One More Year,Tame Impala,5064200,5ozqshq2dtU7SYCpCBu0NE,324013
1423,1424,14,6,Good News,Mac Miller,6189454,1DWZUa5Mzf2BwzpHtgbHPY,342040
1424,1425,141,6,wish you were gay,Billie Eilish,47061119,3Fj47GNK2kUF0uaEDgXLaD,221543
1425,1426,61,3,Only The Young - Featured in Miss Americana,Taylor Swift,42227614,2slqvGLwzZZYsT4K4Y1GBC,157507
1426,1427,187,1,Lost In Yesterday,Tame Impala,5064200,5JWPUEov2wlX7c0jhYZpeB,249587
1427,1428,193,1,At Least For Now,Justin Bieber,48544923,6VLkgf5YmLixsabdqiCVGU,149653
1428,1429,167,4,you should see me in a crown,Billie Eilish,1251372,6WbvBhwCaUuYHcHGEuVgqo,180567
1429,1430,186,2,Too Good At Goodbyes,Sam Smith,17097317,3VlbOrM6nYPprVvzBZllE5,201000
1430,1431,7,1,Intentions,"Justin Bieber, Quavo",48544923,4umIPjkehX1r7uhmGvXiSV,212867
1431,1432,105,1,Yikes,Nicki Minaj,22170982,75dLEqanQTupF3dtP9exT5,156882
1432,1433,66,7,Yellow Hearts,Ant Saunders,82522,2W4yABdLc4Jnds67Poi5Nl,223258
1433,1434,120,1,Birthday,Anne-Marie,8153871,5hff5RQeE84pznOt8WEWeO,181467
1434,1435,16,7,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,437907,7h0d2h0fUmzbs7zeFigJPn,244874
1435,1436,65,7,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,3991674,07Oz5StQ7GRoygNLaXs2pd,159011
1436,1437,70,2,"I Do It (ft. Big Sean, Lil Baby)",Lil Wayne,10710088,1bRO28yzxgO3y3UmNR29TZ,184440
1437,1438,45,2,Get Me,"Justin Bieber, Kehlani",48544923,5VwwpU7KsLhgfbMEecedhJ,185427
1438,1439,95,7,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",4769627,7BlBVFwvbWvcwNcUarQmjk,201040
1439,1440,161,7,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles, Natti Natasha, Farruko",2897862,1ndyl3wJCFs872XZ3ztPk6,258600
1440,1441,160,2,EARFQUAKE,"Tyler, The Creator",6782693,5hVghJ4KaYES3BFUATCYn0,190067
1441,1442,157,7,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",7226268,1cVlW9WQiGlFdWUXFdFZGh,227234
